[IOT][2023-05-28 13:13:22,436][INFO] starting...
2023-05-28T13:27:22.631415690Z [WORM][2023-05-28 13:27:22,631][INFO] log:270;reward=0.0;action=1;reward_sum=0.050098299980163574
2023-05-28T13:27:23.132326051Z [WORM][2023-05-28 13:27:23,132][INFO] log:270;reward=0.05008678436279279;action=0;reward_sum=0.10018508434295637
2023-05-28T13:27:23.633260383Z [WORM][2023-05-28 13:27:23,633][INFO] log:270;reward=0.4011555671691891;action=2;reward_sum=0.5013406515121455
2023-05-28T13:27:24.134128871Z [WORM][2023-05-28 13:27:24,133][INFO] log:270;reward=0.0;action=1;reward_sum=0.5013406515121455
2023-05-28T13:27:25.135721767Z [WORM][2023-05-28 13:27:25,135][INFO] log:271;reward=0.0;action=1;reward_sum=0.0
2023-05-28T13:27:25.637053854Z [WORM][2023-05-28 13:27:25,636][INFO] fetching info...
2023-05-28T13:27:26.137980503Z [WORM][2023-05-28 13:27:26,137][INFO] log:272;reward=1.8106296062469482;action=4;reward_sum=1.8106296062469482
2023-05-28T13:27:26.138126056Z [WORM][2023-05-28 13:27:26,137][INFO] fetching info...
2023-05-28T13:27:26.638910677Z [WORM][2023-05-28 13:27:26,638][INFO] log:272;reward=0.10021610260009695;action=4;reward_sum=1.9108457088470452
2023-05-28T13:27:26.639009873Z [WORM][2023-05-28 13:27:26,638][INFO] scanning...
2023-05-28T13:27:27.139822907Z [WORM][2023-05-28 13:27:27,139][INFO] log:272;reward=0.3506580114364617;action=2;reward_sum=2.261503720283507
2023-05-28T13:27:27.647655073Z [WORM][2023-05-28 13:27:27,647][INFO] fetching info...
2023-05-28T13:27:28.148507832Z [WORM][2023-05-28 13:27:28,148][INFO] log:273;reward=0.30191693305969025;action=4;reward_sum=0.30191693305969025
2023-05-28T13:27:28.649604568Z [WORM][2023-05-28 13:27:28,649][INFO] fetching info...
2023-05-28T13:27:29.150431619Z [WORM][2023-05-28 13:27:29,150][INFO] log:274;reward=0.20038781166076802;action=4;reward_sum=0.20038781166076802
2023-05-28T13:27:29.150545222Z [WORM][2023-05-28 13:27:29,150][INFO] fetching info...
2023-05-28T13:27:29.651361082Z [WORM][2023-05-28 13:27:29,651][INFO] log:274;reward=0.10018229484558105;action=4;reward_sum=0.3005701065063491
2023-05-28T13:27:29.651479132Z [WORM][2023-05-28 13:27:29,651][INFO] pinging...
2023-05-28T13:27:30.152282689Z [WORM][2023-05-28 13:27:30,152][INFO] log:274;reward=0.3509992599487308;action=0;reward_sum=0.6515693664550799
2023-05-28T13:27:30.653472390Z [WORM][2023-05-28 13:27:30,653][INFO] fetching info...
2023-05-28T13:27:31.154341640Z [WORM][2023-05-28 13:27:31,154][INFO] log:275;reward=0.30059394836425923;action=4;reward_sum=0.30059394836425923
2023-05-28T13:27:31.154439874Z [WORM][2023-05-28 13:27:31,154][INFO] scanning...
2023-05-28T13:27:31.655197244Z [WORM][2023-05-28 13:27:31,654][INFO] log:275;reward=0.4515415906906135;action=2;reward_sum=0.7521355390548727
2023-05-28T13:27:31.655316026Z [WORM][2023-05-28 13:27:31,655][INFO] pinging...
2023-05-28T13:27:32.156166311Z [WORM][2023-05-28 13:27:32,155][INFO] log:275;reward=0.1001937627792362;action=0;reward_sum=0.8523293018341089
2023-05-28T13:27:32.657288070Z [WORM][2023-05-28 13:27:32,657][INFO] fetching info...
2023-05-28T13:27:33.158137627Z [WORM][2023-05-28 13:27:33,157][INFO] log:276;reward=0.4007610797882073;action=4;reward_sum=0.4007610797882073
2023-05-28T13:27:33.158262952Z [WORM][2023-05-28 13:27:33,158][INFO] pinging...
2023-05-28T13:27:33.659072851Z [WORM][2023-05-28 13:27:33,658][INFO] log:276;reward=0.07514597177505422;action=0;reward_sum=0.4759070515632615
2023-05-28T13:27:34.160043430Z [WORM][2023-05-28 13:27:34,159][INFO] log:276;reward=0.2504738092422478;action=2;reward_sum=0.7263808608055093
2023-05-28T13:27:34.660953938Z [WORM][2023-05-28 13:27:34,660][INFO] log:276;reward=0.3005629062652595;action=4;reward_sum=1.0269437670707688
2023-05-28T13:27:35.161900402Z [WORM][2023-05-28 13:27:35,161][INFO] log:276;reward=0.10019068717956614;action=2;reward_sum=1.127134454250335
2023-05-28T13:27:35.662785441Z [WORM][2023-05-28 13:27:35,662][INFO] log:276;reward=0.20037169456482218;action=4;reward_sum=1.3275061488151572
2023-05-28T13:27:36.163736064Z [WORM][2023-05-28 13:27:36,163][INFO] log:276;reward=0.10018274784088099;action=2;reward_sum=1.4276888966560382
2023-05-28T13:27:36.664651620Z [WORM][2023-05-28 13:27:36,664][INFO] log:276;reward=0.20036969184875275;action=4;reward_sum=1.628058588504791
2023-05-28T13:27:37.165536770Z [WORM][2023-05-28 13:27:37,165][INFO] log:276;reward=0.17532322406768763;action=0;reward_sum=1.8033818125724785
2023-05-28T13:27:37.666454641Z [WORM][2023-05-28 13:27:37,666][INFO] log:276;reward=0.20035824775695943;action=4;reward_sum=2.003740060329438
2023-05-28T13:27:38.167385696Z [WORM][2023-05-28 13:27:38,167][INFO] log:276;reward=0.10018706321716309;action=4;reward_sum=2.103927123546601
2023-05-28T13:27:38.668310981Z [WORM][2023-05-28 13:27:38,668][INFO] log:276;reward=0.10018725395202566;action=4;reward_sum=2.2041143774986267
2023-05-28T13:27:39.169203845Z [WORM][2023-05-28 13:27:39,168][INFO] log:276;reward=0.0;action=1;reward_sum=2.2041143774986267
2023-05-28T13:27:39.670126975Z [WORM][2023-05-28 13:27:39,669][INFO] log:276;reward=0.0;action=1;reward_sum=2.2041143774986267
2023-05-28T13:27:40.171073761Z [WORM][2023-05-28 13:27:40,170][INFO] log:276;reward=0.0;action=1;reward_sum=2.2041143774986267
2023-05-28T13:27:40.671985550Z [WORM][2023-05-28 13:27:40,671][INFO] log:276;reward=0.4007338047027602;action=4;reward_sum=2.604848182201387
2023-05-28T13:27:41.172826367Z [WORM][2023-05-28 13:27:41,172][INFO] log:276;reward=0;action=3;reward_sum=2.604848182201387
2023-05-28T13:27:41.673759476Z [WORM][2023-05-28 13:27:41,673][INFO] log:276;reward=0.2003527641296401;action=4;reward_sum=2.805200946331027
2023-05-28T13:27:42.174667078Z [WORM][2023-05-28 13:27:42,174][INFO] log:276;reward=0.6010935306549072;action=2;reward_sum=3.4062944769859342
2023-05-28T13:27:42.675553299Z [WORM][2023-05-28 13:27:42,675][INFO] log:276;reward=0;action=3;reward_sum=3.4062944769859342
2023-05-28T13:27:43.176467383Z [WORM][2023-05-28 13:27:43,176][INFO] log:276;reward=0.30054235458374023;action=4;reward_sum=3.7068368315696745
2023-05-28T13:27:43.677389933Z [WORM][2023-05-28 13:27:43,677][INFO] log:276;reward=0.10018115043639853;action=4;reward_sum=3.807017982006073
2023-05-28T13:27:44.178333482Z [WORM][2023-05-28 13:27:44,178][INFO] log:276;reward=0.10018892288207937;action=4;reward_sum=3.9072069048881524
2023-05-28T13:27:44.679199996Z [WORM][2023-05-28 13:27:44,678][INFO] log:276;reward=0.1001852035522468;action=4;reward_sum=4.007392108440399
2023-05-28T13:27:45.180099262Z [WORM][2023-05-28 13:27:45,179][INFO] log:276;reward=0.3005450963973999;action=2;reward_sum=4.307937204837799
2023-05-28T13:27:45.681228358Z [WORM][2023-05-28 13:27:45,681][INFO] fetching info...
2023-05-28T13:27:46.182101194Z [WORM][2023-05-28 13:27:46,181][INFO] log:277;reward=0.3005686759948709;action=4;reward_sum=0.3005686759948709
2023-05-28T13:27:46.683218409Z [WORM][2023-05-28 13:27:46,682][INFO] fetching info...
2023-05-28T13:27:47.184077811Z [WORM][2023-05-28 13:27:47,183][INFO] log:278;reward=0.20039634704589915;action=4;reward_sum=0.20039634704589915
2023-05-28T13:27:47.184211386Z [WORM][2023-05-28 13:27:47,184][INFO] fetching info...
2023-05-28T13:27:47.684999308Z [WORM][2023-05-28 13:27:47,684][INFO] log:278;reward=0.10018620491027619;action=4;reward_sum=0.30058255195617534
2023-05-28T13:27:48.185871623Z [WORM][2023-05-28 13:27:48,185][INFO] log:278;reward=0.0;action=1;reward_sum=0.30058255195617534
2023-05-28T13:27:48.185982301Z [WORM][2023-05-28 13:27:48,185][INFO] fetching info...
2023-05-28T13:27:48.686865627Z [WORM][2023-05-28 13:27:48,686][INFO] log:278;reward=0.20036129951477122;action=4;reward_sum=0.5009438514709466
2023-05-28T13:27:48.686987105Z [WORM][2023-05-28 13:27:48,686][INFO] fetching info...
2023-05-28T13:27:49.187780112Z [WORM][2023-05-28 13:27:49,187][INFO] log:278;reward=0.10019536018371866;action=4;reward_sum=0.6011392116546652
2023-05-28T13:27:49.187875529Z [WORM][2023-05-28 13:27:49,187][INFO] fetching info...
2023-05-28T13:27:49.688697101Z [WORM][2023-05-28 13:27:49,688][INFO] log:278;reward=0.10018563270568848;action=4;reward_sum=0.7013248443603537
2023-05-28T13:27:49.688783563Z [WORM][2023-05-28 13:27:49,688][INFO] scanning...
2023-05-28T13:27:50.189633647Z [WORM][2023-05-28 13:27:50,189][INFO] log:278;reward=0.5009530305862437;action=2;reward_sum=1.2022778749465974
2023-05-28T13:27:50.690540667Z [WORM][2023-05-28 13:27:50,690][INFO] log:278;reward=0;action=3;reward_sum=1.2022778749465974
2023-05-28T13:27:50.690647087Z [WORM][2023-05-28 13:27:50,690][INFO] fetching info...
2023-05-28T13:27:51.191472815Z [WORM][2023-05-28 13:27:51,191][INFO] log:278;reward=0.30055179595947124;action=4;reward_sum=1.5028296709060687
2023-05-28T13:27:51.191580277Z [WORM][2023-05-28 13:27:51,191][INFO] pinging...
2023-05-28T13:27:51.692539405Z [WORM][2023-05-28 13:27:51,692][INFO] log:278;reward=0.7263431429862974;action=0;reward_sum=2.229172813892366
2023-05-28T13:27:52.193399934Z [WORM][2023-05-28 13:27:52,193][INFO] log:278;reward=0.20037963390350377;action=2;reward_sum=2.42955244779587
2023-05-28T13:27:52.694255718Z [WORM][2023-05-28 13:27:52,694][INFO] log:278;reward=0.05009411573410105;action=0;reward_sum=2.479646563529971
2023-05-28T13:27:53.195136664Z [WORM][2023-05-28 13:27:53,194][INFO] log:278;reward=0;action=3;reward_sum=2.479646563529971
2023-05-28T13:27:53.696017806Z [WORM][2023-05-28 13:27:53,695][INFO] log:278;reward=0.050086915493011475;action=0;reward_sum=2.5297334790229824
2023-05-28T13:27:54.196978688Z [WORM][2023-05-28 13:27:54,196][INFO] log:278;reward=0.0;action=1;reward_sum=2.5297334790229824
2023-05-28T13:27:54.697820095Z [WORM][2023-05-28 13:27:54,697][INFO] log:278;reward=0.05009107589721662;action=0;reward_sum=2.579824554920199
2023-05-28T13:27:55.198749598Z [WORM][2023-05-28 13:27:55,198][INFO] log:278;reward=0.025044775009154918;action=0;reward_sum=2.604869329929354
2023-05-28T13:27:55.699689530Z [WORM][2023-05-28 13:27:55,699][INFO] log:278;reward=0.02504633665084821;action=0;reward_sum=2.629915666580202
2023-05-28T13:27:56.200675599Z [WORM][2023-05-28 13:27:56,200][INFO] log:278;reward=1.001837825775148;action=4;reward_sum=3.63175349235535
2023-05-28T13:27:56.701550219Z [WORM][2023-05-28 13:27:56,701][INFO] log:278;reward=0.05009496212005615;action=0;reward_sum=3.681848454475406
2023-05-28T13:27:57.202437702Z [WORM][2023-05-28 13:27:57,202][INFO] log:278;reward=0.0;action=1;reward_sum=3.681848454475406
2023-05-28T13:27:57.703386652Z [WORM][2023-05-28 13:27:57,703][INFO] log:278;reward=0.3005402088165283;action=4;reward_sum=3.9823886632919345
2023-05-28T13:27:58.204290646Z [WORM][2023-05-28 13:27:58,204][INFO] log:278;reward=0.10019178390503214;action=4;reward_sum=4.082580447196967
2023-05-28T13:27:58.705244686Z [WORM][2023-05-28 13:27:58,705][INFO] log:278;reward=0.10018630027770925;action=4;reward_sum=4.182766747474676
2023-05-28T13:27:59.206060454Z [WORM][2023-05-28 13:27:59,205][INFO] log:278;reward=0;action=3;reward_sum=4.182766747474676
2023-05-28T13:27:59.706964580Z [WORM][2023-05-28 13:27:59,706][INFO] log:278;reward=0.20035014152526998;action=4;reward_sum=4.383116888999946
2023-05-28T13:28:00.207942092Z [WORM][2023-05-28 13:28:00,207][INFO] log:278;reward=0.1753158092498781;action=0;reward_sum=4.558432698249824
2023-05-28T13:28:00.708795021Z [WORM][2023-05-28 13:28:00,708][INFO] log:278;reward=0;action=3;reward_sum=4.558432698249824
2023-05-28T13:28:01.209763517Z [WORM][2023-05-28 13:28:01,209][INFO] log:278;reward=0.3005479812622056;action=4;reward_sum=4.85898067951203
2023-05-28T13:28:01.710623299Z [WORM][2023-05-28 13:28:01,710][INFO] log:278;reward=0.10018315315246795;action=4;reward_sum=4.959163832664498
2023-05-28T13:28:02.211545934Z [WORM][2023-05-28 13:28:02,211][INFO] log:278;reward=0.1001800060272231;action=4;reward_sum=5.059343838691721
2023-05-28T13:28:02.712471935Z [WORM][2023-05-28 13:28:02,712][INFO] log:278;reward=0.12522729635238683;action=0;reward_sum=5.1845711350441075
2023-05-28T13:28:03.213445480Z [WORM][2023-05-28 13:28:03,213][INFO] log:278;reward=1.1019977092742916;action=2;reward_sum=6.286568844318399
2023-05-28T13:28:03.714330910Z [WORM][2023-05-28 13:28:03,714][INFO] log:278;reward=0.30055966377258514;action=4;reward_sum=6.587128508090984
2023-05-28T13:28:04.215254231Z [WORM][2023-05-28 13:28:04,214][INFO] log:278;reward=0.07514054775238055;action=0;reward_sum=6.662269055843365
2023-05-28T13:28:04.716136455Z [WORM][2023-05-28 13:28:04,715][INFO] log:278;reward=0.20036320686340403;action=4;reward_sum=6.862632262706769
2023-05-28T13:28:05.193216312Z [WORM][2023-05-28 13:28:05,192][INFO] scanning...
2023-05-28T13:28:05.217008710Z [WORM][2023-05-28 13:28:05,216][INFO] log:278;reward=0;action=3;reward_sum=6.862632262706769
2023-05-28T13:28:05.440679124Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.440749967Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.440755578Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.440779100Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.440805450Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.440832181Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.440910148Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.440970406Z [WORM][2023-05-28 13:28:05,440][INFO] fetching info...
2023-05-28T13:28:05.441056381Z [WORM][2023-05-28 13:28:05,440][INFO] scanning...
2023-05-28T13:28:05.666457764Z {'timestr': 'Sun May 28 13:24:32 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666513429Z {'timestr': 'Sun May 28 13:24:33 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666518628Z {'timestr': 'Sun May 28 13:24:33 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666521263Z {'timestr': 'Sun May 28 13:24:33 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666523818Z got SIGUSR2
2023-05-28T13:28:05.666525802Z Episode 238 started...
2023-05-28T13:28:05.666529429Z got SIGUSR2
2023-05-28T13:28:05.666532384Z {'timestr': 'Sun May 28 13:24:45 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666534759Z Episode 239 started...
2023-05-28T13:28:05.666536802Z got SIGUSR2
2023-05-28T13:28:05.666539487Z {'timestr': 'Sun May 28 13:24:46 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666541852Z Episode 240 started...
2023-05-28T13:28:05.666544367Z got SIGUSR2
2023-05-28T13:28:05.666557601Z Episode 241 started...
2023-05-28T13:28:05.666559866Z {'timestr': 'Sun May 28 13:24:47 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666562250Z got SIGUSR2
2023-05-28T13:28:05.666564194Z Episode 242 started...
2023-05-28T13:28:05.666566498Z {'timestr': 'Sun May 28 13:24:50 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666568622Z got SIGUSR2
2023-05-28T13:28:05.666570776Z Episode 243 started...
2023-05-28T13:28:05.666572690Z {'timestr': 'Sun May 28 13:24:51 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666574974Z {'timestr': 'Sun May 28 13:24:51 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666577008Z got SIGUSR2
2023-05-28T13:28:05.666579092Z Episode 244 started...
2023-05-28T13:28:05.666581166Z got SIGUSR2
2023-05-28T13:28:05.666583200Z Episode 245 started...
2023-05-28T13:28:05.666585153Z {'timestr': 'Sun May 28 13:24:53 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666587397Z got SIGUSR2
2023-05-28T13:28:05.666589301Z Episode 246 started...
2023-05-28T13:28:05.666591445Z got SIGUSR2
2023-05-28T13:28:05.666593308Z Episode 247 started...
2023-05-28T13:28:05.666595893Z {'timestr': 'Sun May 28 13:24:58 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666598097Z got SIGUSR2
2023-05-28T13:28:05.666600272Z Episode 248 started...
2023-05-28T13:28:05.666602406Z {'timestr': 'Sun May 28 13:24:58 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666604700Z got SIGUSR2
2023-05-28T13:28:05.666606633Z Episode 249 started...
2023-05-28T13:28:05.666608547Z {'timestr': 'Sun May 28 13:25:14 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666611673Z {'timestr': 'Sun May 28 13:25:14 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666613877Z {'timestr': 'Sun May 28 13:25:14 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666616201Z {'timestr': 'Sun May 28 13:25:14 2023', 'elapsed': '0.25', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666618255Z {'timestr': 'Sun May 28 13:25:14 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666620550Z {'timestr': 'Sun May 28 13:25:15 2023', 'elapsed': '0.24', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666622563Z {'timestr': 'Sun May 28 13:25:15 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666624587Z {'timestr': 'Sun May 28 13:25:29 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666629406Z {'timestr': 'Sun May 28 13:25:29 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666631741Z {'timestr': 'Sun May 28 13:25:30 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666633815Z got SIGUSR2
2023-05-28T13:28:05.666635979Z Episode 250 started...
2023-05-28T13:28:05.666637922Z {'timestr': 'Sun May 28 13:25:30 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666640337Z got SIGUSR2
2023-05-28T13:28:05.666642240Z Episode 251 started...
2023-05-28T13:28:05.666644685Z got SIGUSR2
2023-05-28T13:28:05.666648813Z Episode 252 started...
2023-05-28T13:28:05.666652319Z got SIGUSR2
2023-05-28T13:28:05.666655706Z Episode 253 started...
2023-05-28T13:28:05.666659673Z {'timestr': 'Sun May 28 13:25:48 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666663330Z {'timestr': 'Sun May 28 13:25:48 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666666586Z {'timestr': 'Sun May 28 13:25:49 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666670253Z {'timestr': 'Sun May 28 13:25:49 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666674431Z {'timestr': 'Sun May 28 13:25:49 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666678659Z {'timestr': 'Sun May 28 13:25:49 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666683107Z {'timestr': 'Sun May 28 13:25:49 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666686443Z {'timestr': 'Sun May 28 13:25:50 2023', 'elapsed': '0.23', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666688798Z {'timestr': 'Sun May 28 13:25:50 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666690892Z {'timestr': 'Sun May 28 13:25:50 2023', 'elapsed': '0.35', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666693186Z {'timestr': 'Sun May 28 13:25:51 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666695350Z {'timestr': 'Sun May 28 13:25:51 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666699217Z got SIGUSR2
2023-05-28T13:28:05.666703125Z Episode 254 started...
2023-05-28T13:28:05.666707172Z got SIGUSR2
2023-05-28T13:28:05.666711120Z {'timestr': 'Sun May 28 13:26:01 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666715618Z Episode 255 started...
2023-05-28T13:28:05.666724344Z got SIGUSR2
2023-05-28T13:28:05.666728642Z {'timestr': 'Sun May 28 13:26:02 2023', 'elapsed': '0.29', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666732750Z Episode 256 started...
2023-05-28T13:28:05.666736277Z got SIGUSR2
2023-05-28T13:28:05.666740054Z Episode 257 started...
2023-05-28T13:28:05.666743380Z {'timestr': 'Sun May 28 13:26:04 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666747247Z got SIGUSR2
2023-05-28T13:28:05.666751135Z Episode 258 started...
2023-05-28T13:28:05.666755994Z got SIGUSR2
2023-05-28T13:28:05.666760252Z Episode 259 started...
2023-05-28T13:28:05.666764189Z {'timestr': 'Sun May 28 13:26:06 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666768237Z got SIGUSR2
2023-05-28T13:28:05.666772284Z Episode 260 started...
2023-05-28T13:28:05.666776292Z {'timestr': 'Sun May 28 13:26:07 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666780299Z got SIGUSR2
2023-05-28T13:28:05.666784207Z Episode 261 started...
2023-05-28T13:28:05.666789036Z got SIGUSR2
2023-05-28T13:28:05.666803673Z Episode 262 started...
2023-05-28T13:28:05.666815375Z {'timestr': 'Sun May 28 13:26:09 2023', 'elapsed': '0.72', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666819733Z got SIGUSR2
2023-05-28T13:28:05.666823260Z Episode 263 started...
2023-05-28T13:28:05.666827478Z got SIGUSR2
2023-05-28T13:28:05.666831375Z Episode 264 started...
2023-05-28T13:28:05.666835503Z got SIGUSR2
2023-05-28T13:28:05.666839511Z Episode 265 started...
2023-05-28T13:28:05.666843698Z got SIGUSR2
2023-05-28T13:28:05.666847766Z Episode 266 started...
2023-05-28T13:28:05.666851964Z {'timestr': 'Sun May 28 13:26:28 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666856011Z {'timestr': 'Sun May 28 13:26:28 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666859718Z {'timestr': 'Sun May 28 13:26:43 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666864287Z {'timestr': 'Sun May 28 13:26:43 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666868785Z {'timestr': 'Sun May 28 13:26:44 2023', 'elapsed': '0.23', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666873154Z {'timestr': 'Sun May 28 13:26:58 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666877111Z {'timestr': 'Sun May 28 13:26:58 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666886859Z {'timestr': 'Sun May 28 13:26:58 2023', 'elapsed': '0.23', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666891167Z {'timestr': 'Sun May 28 13:26:59 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666895295Z {'timestr': 'Sun May 28 13:26:59 2023', 'elapsed': '0.24', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666900355Z {'timestr': 'Sun May 28 13:27:16 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666905404Z {'timestr': 'Sun May 28 13:27:16 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666909983Z got SIGUSR2
2023-05-28T13:28:05.666923839Z {'timestr': 'Sun May 28 13:27:16 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666929029Z Episode 267 started...
2023-05-28T13:28:05.666933196Z got SIGUSR2
2023-05-28T13:28:05.666937194Z Episode 268 started...
2023-05-28T13:28:05.666941071Z {'timestr': 'Sun May 28 13:27:19 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:28:05.666945229Z got SIGUSR2
2023-05-28T13:28:05.666949627Z Episode 269 started...
