2023-05-28T17:20:32.368899411Z Service `hwdrivers' needs non existent service `dev'
2023-05-28T17:20:32.368933605Z Service `machine-id' needs non existent service `dev'
2023-05-28T17:20:32.369161483Z  * Caching service dependencies ... [ ok ]
2023-05-28T17:20:32.371447352Z Runlevel: sysinit
2023-05-28T17:20:32.371460357Z Dynamic Runlevel: hotplugged
2023-05-28T17:20:32.371463222Z Dynamic Runlevel: needed/wanted
2023-05-28T17:20:32.371465697Z Dynamic Runlevel: manual
2023-05-28T17:20:32.376876629Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/blkio/tasks: Read-only file system
2023-05-28T17:20:32.376887920Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/cpu/tasks: Read-only file system
2023-05-28T17:20:32.376890114Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/cpuacct/tasks: Read-only file system
2023-05-28T17:20:32.376892058Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/cpuset/tasks: Read-only file system
2023-05-28T17:20:32.376894903Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/devices/tasks: Read-only file system
2023-05-28T17:20:32.376897398Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/freezer/tasks: Read-only file system
2023-05-28T17:20:32.376918930Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/hugetlb/tasks: Read-only file system
2023-05-28T17:20:32.376947844Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/memory/tasks: Read-only file system
2023-05-28T17:20:32.376953004Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/net_cls/tasks: Read-only file system
2023-05-28T17:20:32.376955769Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/net_prio/tasks: Read-only file system
2023-05-28T17:20:32.376961410Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/perf_event/tasks: Read-only file system
2023-05-28T17:20:32.376964265Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/pids/tasks: Read-only file system
2023-05-28T17:20:32.376966960Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/rdma/tasks: Read-only file system
2023-05-28T17:20:32.376969395Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/systemd/tasks: Read-only file system
2023-05-28T17:20:32.493030537Z  * Starting sshd ... [ ok ]
2023-05-28T17:20:42.538150137Z [IOT][2023-05-28 17:20:42,537][INFO] starting...
2023-05-28T17:29:26.351980954Z preceding
2023-05-28T17:29:26.351983949Z preceding
2023-05-28T17:29:26.351987045Z preceding
2023-05-28T17:29:26.351990171Z preceding
2023-05-28T17:29:26.351993197Z preceding
2023-05-28T17:29:26.351996443Z got SIGUSR2
2023-05-28T17:29:26.351999478Z got SIGUSR2
2023-05-28T17:29:26.352002915Z got SIGUSR2
2023-05-28T17:29:26.352006041Z got SIGUSR2
2023-05-28T17:29:26.352009076Z {'timestr': 'Sun May 28 17:24:53 2023', 'elapsed': '1.77', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.352012323Z preceding
2023-05-28T17:29:26.352015919Z got SIGUSR2
2023-05-28T17:29:26.352018684Z got SIGUSR2
2023-05-28T17:29:26.352021129Z {'timestr': 'Sun May 28 17:24:55 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.352024125Z preceding
2023-05-28T17:29:26.352026740Z preceding
2023-05-28T17:29:26.352030216Z got SIGUSR2
2023-05-28T17:29:26.352033091Z got SIGUSR2
2023-05-28T17:29:26.352036648Z got SIGUSR2
2023-05-28T17:29:26.352039924Z got SIGUSR2
2023-05-28T17:29:26.352043170Z {'timestr': 'Sun May 28 17:24:57 2023', 'elapsed': '1.72', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.352046617Z preceding
2023-05-28T17:29:26.352049903Z got SIGUSR2
2023-05-28T17:29:26.352053119Z got SIGUSR2
2023-05-28T17:29:26.352056035Z got SIGUSR2
2023-05-28T17:29:26.352062537Z got SIGUSR2
2023-05-28T17:29:26.352065582Z {'timestr': 'Sun May 28 17:24:59 2023', 'elapsed': '1.75', 'uphosts': '1', 'downhosts': '5', 'totalhosts': '6'}
2023-05-28T17:29:26.352069159Z {'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '10.0.0.100', 'mac': '02:42:0A:00:00:0F'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'arp-response'}, 'tcp': {22: {'state': 'closed', 'reason': 'reset', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}
2023-05-28T17:29:26.352072896Z preceding
2023-05-28T17:29:26.352076353Z preceding
2023-05-28T17:29:26.352079388Z preceding
2023-05-28T17:29:26.352082604Z preceding
2023-05-28T17:29:26.352085590Z preceding
2023-05-28T17:29:26.352088606Z preceding
2023-05-28T17:29:26.352091421Z got SIGUSR2
2023-05-28T17:29:26.352094196Z got SIGUSR2
2023-05-28T17:29:26.352096981Z got SIGUSR2
2023-05-28T17:29:26.352099386Z {'timestr': 'Sun May 28 17:25:00 2023', 'elapsed': '1.68', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.352102432Z preceding
2023-05-28T17:29:26.352105227Z preceding
2023-05-28T17:29:26.352109064Z preceding
2023-05-28T17:29:26.352111729Z preceding
2023-05-28T17:29:26.352114675Z preceding
2023-05-28T17:29:26.352126086Z preceding
2023-05-28T17:29:26.352130534Z preceding
2023-05-28T17:29:26.352133350Z preceding
2023-05-28T17:29:26.352135574Z preceding
2023-05-28T17:29:26.352138469Z preceding
2023-05-28T17:29:26.352141445Z got SIGUSR2
2023-05-28T17:29:26.352145072Z got SIGUSR2
2023-05-28T17:29:26.352148097Z got SIGUSR2
2023-05-28T17:29:26.352150842Z got SIGUSR2
2023-05-28T17:29:26.352153758Z got SIGUSR2
2023-05-28T17:29:26.352156543Z got SIGUSR2
2023-05-28T17:29:26.352159328Z got SIGUSR2
2023-05-28T17:29:26.352162124Z got SIGUSR2
2023-05-28T17:29:26.352164959Z got SIGUSR2
2023-05-28T17:29:26.352167764Z got SIGUSR2
2023-05-28T17:29:26.352170439Z got SIGUSR2
2023-05-28T17:29:26.352173164Z got SIGUSR2
2023-05-28T17:29:26.352175789Z got SIGUSR2
2023-05-28T17:29:26.352178815Z got SIGUSR2
2023-05-28T17:29:26.352181730Z got SIGUSR2
2023-05-28T17:29:26.352184676Z got SIGUSR2
2023-05-28T17:29:26.352187601Z got SIGUSR2
2023-05-28T17:29:26.352190557Z got SIGUSR2
2023-05-28T17:29:26.352193132Z preceding
2023-05-28T17:29:26.352196137Z got SIGUSR2
2023-05-28T17:29:26.352214171Z got SIGUSR2
2023-05-28T17:29:26.352218169Z got SIGUSR2
2023-05-28T17:29:26.352231664Z got SIGUSR2
2023-05-28T17:29:26.352234800Z got SIGUSR2
2023-05-28T17:29:26.352237796Z got SIGUSR2
2023-05-28T17:29:26.352240841Z got SIGUSR2
2023-05-28T17:29:26.352243687Z got SIGUSR2
2023-05-28T17:29:26.352246272Z got SIGUSR2
2023-05-28T17:29:26.352249257Z got SIGUSR2
2023-05-28T17:29:26.352252323Z got SIGUSR2
2023-05-28T17:29:26.352255389Z got SIGUSR2
2023-05-28T17:29:26.352258164Z got SIGUSR2
2023-05-28T17:29:26.352261089Z got SIGUSR2
2023-05-28T17:29:26.352264636Z got SIGUSR2
2023-05-28T17:29:26.352268253Z got SIGUSR2
2023-05-28T17:29:26.352271449Z got SIGUSR2
2023-05-28T17:29:26.352274595Z got SIGUSR2
2023-05-28T17:29:26.352278141Z got SIGUSR2
2023-05-28T17:29:26.352281237Z got SIGUSR2
2023-05-28T17:29:26.352284473Z preceding
2023-05-28T17:29:26.352287739Z preceding
2023-05-28T17:29:26.352290424Z got SIGUSR2
2023-05-28T17:29:26.352293360Z got SIGUSR2
2023-05-28T17:29:26.352296235Z got SIGUSR2
2023-05-28T17:29:26.352299071Z got SIGUSR2
2023-05-28T17:29:26.352301976Z got SIGUSR2
2023-05-28T17:29:26.352305322Z got SIGUSR2
2023-05-28T17:29:26.352308959Z got SIGUSR2
2023-05-28T17:29:26.352311925Z got SIGUSR2
2023-05-28T17:29:26.352315231Z got SIGUSR2
2023-05-28T17:29:26.352318527Z got SIGUSR2
2023-05-28T17:29:26.352322074Z got SIGUSR2
2023-05-28T17:29:26.352325360Z got SIGUSR2
2023-05-28T17:29:26.352328426Z got SIGUSR2
2023-05-28T17:29:26.352331752Z got SIGUSR2
2023-05-28T17:29:26.352335028Z got SIGUSR2
2023-05-28T17:29:26.352338324Z got SIGUSR2
2023-05-28T17:29:26.352341691Z got SIGUSR2
2023-05-28T17:29:26.352345227Z preceding
2023-05-28T17:29:26.352348493Z got SIGUSR2
2023-05-28T17:29:26.352351840Z got SIGUSR2
2023-05-28T17:29:26.352355156Z got SIGUSR2
2023-05-28T17:29:26.352358021Z got SIGUSR2
2023-05-28T17:29:26.352361117Z got SIGUSR2
2023-05-28T17:29:26.352364343Z got SIGUSR2
2023-05-28T17:29:26.352367208Z got SIGUSR2
2023-05-28T17:29:26.352369994Z got SIGUSR2
2023-05-28T17:29:26.352372889Z got SIGUSR2
2023-05-28T17:29:26.352375714Z got SIGUSR2
2023-05-28T17:29:26.352379021Z got SIGUSR2
2023-05-28T17:29:26.352382447Z got SIGUSR2
2023-05-28T17:29:26.351955972Z [WORM][2023-05-28 17:29:26,351][INFO] fetching info...
2023-05-28T17:29:26.352426800Z [WORM][2023-05-28 17:29:26,352][INFO] fetching info...
2023-05-28T17:29:26.352385022Z got SIGUSR2
2023-05-28T17:29:26.352436468Z got SIGUSR2
2023-05-28T17:29:26.352439294Z got SIGUSR2
2023-05-28T17:29:26.352442510Z got SIGUSR2
2023-05-28T17:29:26.352445114Z preceding
2023-05-28T17:29:26.352448200Z preceding
2023-05-28T17:29:26.352464591Z got SIGUSR2
2023-05-28T17:29:26.352468258Z got SIGUSR2
2023-05-28T17:29:26.352471354Z got SIGUSR2
2023-05-28T17:29:26.352474379Z got SIGUSR2
2023-05-28T17:29:26.352477465Z got SIGUSR2
2023-05-28T17:29:26.352480571Z got SIGUSR2
2023-05-28T17:29:26.352483587Z got SIGUSR2
2023-05-28T17:29:26.352486602Z got SIGUSR2
2023-05-28T17:29:26.352489568Z got SIGUSR2
2023-05-28T17:29:26.352492363Z got SIGUSR2
2023-05-28T17:29:26.352495289Z got SIGUSR2
2023-05-28T17:29:26.352498264Z got SIGUSR2
2023-05-28T17:29:26.352501260Z got SIGUSR2
2023-05-28T17:29:26.352504225Z got SIGUSR2
2023-05-28T17:29:26.352506900Z got SIGUSR2
2023-05-28T17:29:26.352509936Z got SIGUSR2
2023-05-28T17:29:26.352512962Z preceding
2023-05-28T17:29:26.352515897Z got SIGUSR2
2023-05-28T17:29:26.352518933Z got SIGUSR2
2023-05-28T17:29:26.352521899Z got SIGUSR2
2023-05-28T17:29:26.352524874Z got SIGUSR2
2023-05-28T17:29:26.352527860Z got SIGUSR2
2023-05-28T17:29:26.352531006Z got SIGUSR2
2023-05-28T17:29:26.352534081Z got SIGUSR2
2023-05-28T17:29:26.352537388Z got SIGUSR2
2023-05-28T17:29:26.352540213Z got SIGUSR2
2023-05-28T17:29:26.352543018Z got SIGUSR2
2023-05-28T17:29:26.352545533Z got SIGUSR2
2023-05-28T17:29:26.352548639Z got SIGUSR2
2023-05-28T17:29:26.352551514Z got SIGUSR2
2023-05-28T17:29:26.352554640Z got SIGUSR2
2023-05-28T17:29:26.352557235Z got SIGUSR2
2023-05-28T17:29:26.352560381Z got SIGUSR2
2023-05-28T17:29:26.352563527Z got SIGUSR2
2023-05-28T17:29:26.352525571Z [WORM][2023-05-28 17:29:26,352][INFO] fetching info...
2023-05-28T17:29:26.352577012Z [WORM][2023-05-28 17:29:26,352][INFO] fetching info...
2023-05-28T17:29:26.352566562Z got SIGUSR2
2023-05-28T17:29:26.352586981Z got SIGUSR2
2023-05-28T17:29:26.352591018Z got SIGUSR2
2023-05-28T17:29:26.352594395Z got SIGUSR2
2023-05-28T17:29:26.352597490Z got SIGUSR2
2023-05-28T17:29:26.352638317Z got SIGUSR2
2023-05-28T17:29:26.352642655Z got SIGUSR2
2023-05-28T17:29:26.352646041Z got SIGUSR2
2023-05-28T17:29:26.352649949Z got SIGUSR2
2023-05-28T17:29:26.352652914Z got SIGUSR2
2023-05-28T17:29:26.352656181Z got SIGUSR2
2023-05-28T17:29:26.352659316Z got SIGUSR2
2023-05-28T17:29:26.352662412Z got SIGUSR2
2023-05-28T17:29:26.352665338Z got SIGUSR2
2023-05-28T17:29:26.352668634Z preceding
2023-05-28T17:29:26.352671900Z got SIGUSR2
2023-05-28T17:29:26.352675397Z got SIGUSR2
2023-05-28T17:29:26.352678532Z got SIGUSR2
2023-05-28T17:29:26.352682310Z got SIGUSR2
2023-05-28T17:29:26.352685055Z got SIGUSR2
2023-05-28T17:29:26.352688221Z got SIGUSR2
2023-05-28T17:29:26.352692138Z got SIGUSR2
2023-05-28T17:29:26.352694953Z got SIGUSR2
2023-05-28T17:29:26.352698259Z got SIGUSR2
2023-05-28T17:29:26.352701516Z got SIGUSR2
2023-05-28T17:29:26.352704491Z got SIGUSR2
2023-05-28T17:29:26.352707357Z got SIGUSR2
2023-05-28T17:29:26.352710272Z got SIGUSR2
2023-05-28T17:29:26.352713218Z got SIGUSR2
2023-05-28T17:29:26.352715913Z got SIGUSR2
2023-05-28T17:29:26.352718788Z got SIGUSR2
2023-05-28T17:29:26.352722094Z got SIGUSR2
2023-05-28T17:29:26.352725300Z got SIGUSR2
2023-05-28T17:29:26.352735970Z got SIGUSR2
2023-05-28T17:29:26.352752621Z got SIGUSR2
2023-05-28T17:29:26.352755898Z got SIGUSR2
2023-05-28T17:29:26.352758803Z got SIGUSR2
2023-05-28T17:29:26.352761238Z got SIGUSR2
2023-05-28T17:29:26.352764113Z got SIGUSR2
2023-05-28T17:29:26.352767349Z got SIGUSR2
2023-05-28T17:29:26.352770194Z got SIGUSR2
2023-05-28T17:29:26.352773040Z got SIGUSR2
2023-05-28T17:29:26.352776967Z got SIGUSR2
2023-05-28T17:29:26.352780113Z got SIGUSR2
2023-05-28T17:29:26.352782888Z got SIGUSR2
2023-05-28T17:29:26.352785814Z got SIGUSR2
2023-05-28T17:29:26.352788870Z got SIGUSR2
2023-05-28T17:29:26.352792055Z got SIGUSR2
2023-05-28T17:29:26.352795081Z got SIGUSR2
2023-05-28T17:29:26.352798147Z got SIGUSR2
2023-05-28T17:29:26.352801163Z got SIGUSR2
2023-05-28T17:29:26.352803767Z got SIGUSR2
2023-05-28T17:29:26.352806793Z got SIGUSR2
2023-05-28T17:29:26.352809789Z got SIGUSR2
2023-05-28T17:29:26.352812494Z got SIGUSR2
2023-05-28T17:29:26.352820459Z got SIGUSR2
2023-05-28T17:29:26.352823595Z got SIGUSR2
2023-05-28T17:29:26.352826640Z preceding
2023-05-28T17:29:26.352829756Z preceding
2023-05-28T17:29:26.352832782Z got SIGUSR2
2023-05-28T17:29:26.352835717Z got SIGUSR2
2023-05-28T17:29:26.352838763Z got SIGUSR2
2023-05-28T17:29:26.352841639Z got SIGUSR2
2023-05-28T17:29:26.352844284Z got SIGUSR2
2023-05-28T17:29:26.352846898Z got SIGUSR2
2023-05-28T17:29:26.352849784Z got SIGUSR2
2023-05-28T17:29:26.352852910Z got SIGUSR2
2023-05-28T17:29:26.352855975Z got SIGUSR2
2023-05-28T17:29:26.352858660Z got SIGUSR2
2023-05-28T17:29:26.352861606Z got SIGUSR2
2023-05-28T17:29:26.352864602Z got SIGUSR2
2023-05-28T17:29:26.352867257Z got SIGUSR2
2023-05-28T17:29:26.352870122Z got SIGUSR2
2023-05-28T17:29:26.352873047Z got SIGUSR2
2023-05-28T17:29:26.352875993Z got SIGUSR2
2023-05-28T17:29:26.352878979Z got SIGUSR2
2023-05-28T17:29:26.352881904Z got SIGUSR2
2023-05-28T17:29:26.352884880Z got SIGUSR2
2023-05-28T17:29:26.352887815Z got SIGUSR2
2023-05-28T17:29:26.352890781Z got SIGUSR2
2023-05-28T17:29:26.352894147Z got SIGUSR2
2023-05-28T17:29:26.352897173Z got SIGUSR2
2023-05-28T17:29:26.352900289Z got SIGUSR2
2023-05-28T17:29:26.352902904Z got SIGUSR2
2023-05-28T17:29:26.352905528Z got SIGUSR2
2023-05-28T17:29:26.352908454Z got SIGUSR2
2023-05-28T17:29:26.352911460Z got SIGUSR2
2023-05-28T17:29:26.352915197Z got SIGUSR2
2023-05-28T17:29:26.352918202Z got SIGUSR2
2023-05-28T17:29:26.352921318Z got SIGUSR2
2023-05-28T17:29:26.352924384Z got SIGUSR2
2023-05-28T17:29:26.352927169Z got SIGUSR2
2023-05-28T17:29:26.352930205Z got SIGUSR2
2023-05-28T17:29:26.352933160Z got SIGUSR2
2023-05-28T17:29:26.352936156Z got SIGUSR2
2023-05-28T17:29:26.352938871Z got SIGUSR2
2023-05-28T17:29:26.352941556Z got SIGUSR2
2023-05-28T17:29:26.352944522Z got SIGUSR2
2023-05-28T17:29:26.352947627Z got SIGUSR2
2023-05-28T17:29:26.352950653Z got SIGUSR2
2023-05-28T17:29:26.352954210Z got SIGUSR2
2023-05-28T17:29:26.352956865Z got SIGUSR2
2023-05-28T17:29:26.352959921Z got SIGUSR2
2023-05-28T17:29:26.352962535Z got SIGUSR2
2023-05-28T17:29:26.352965491Z got SIGUSR2
2023-05-28T17:29:26.352971522Z got SIGUSR2
2023-05-28T17:29:26.352974508Z got SIGUSR2
2023-05-28T17:29:26.352977644Z got SIGUSR2
2023-05-28T17:29:26.352980720Z got SIGUSR2
2023-05-28T17:29:26.352983805Z got SIGUSR2
2023-05-28T17:29:26.352986751Z got SIGUSR2
2023-05-28T17:29:26.352989827Z got SIGUSR2
2023-05-28T17:29:26.352992622Z got SIGUSR2
2023-05-28T17:29:26.352995668Z preceding
2023-05-28T17:29:26.352998803Z preceding
2023-05-28T17:29:26.353001539Z got SIGUSR2
2023-05-28T17:29:26.353004314Z got SIGUSR2
2023-05-28T17:29:26.353007229Z got SIGUSR2
2023-05-28T17:29:26.353010325Z got SIGUSR2
2023-05-28T17:29:26.353013251Z got SIGUSR2
2023-05-28T17:29:26.353016246Z got SIGUSR2
2023-05-28T17:29:26.353019182Z got SIGUSR2
2023-05-28T17:29:26.353021887Z got SIGUSR2
2023-05-28T17:29:26.353024822Z got SIGUSR2
2023-05-28T17:29:26.353027537Z got SIGUSR2
2023-05-28T17:29:26.353030293Z got SIGUSR2
2023-05-28T17:29:26.353033298Z got SIGUSR2
2023-05-28T17:29:26.353036384Z got SIGUSR2
2023-05-28T17:29:26.353039430Z got SIGUSR2
2023-05-28T17:29:26.353042315Z got SIGUSR2
2023-05-28T17:29:26.353045391Z got SIGUSR2
2023-05-28T17:29:26.353048296Z got SIGUSR2
2023-05-28T17:29:26.353051011Z got SIGUSR2
2023-05-28T17:29:26.353053646Z got SIGUSR2
2023-05-28T17:29:26.353056642Z got SIGUSR2
2023-05-28T17:29:26.353059658Z got SIGUSR2
2023-05-28T17:29:26.353062663Z preceding
2023-05-28T17:29:26.353065659Z got SIGUSR2
2023-05-28T17:29:26.353068625Z got SIGUSR2
2023-05-28T17:29:26.353071610Z got SIGUSR2
2023-05-28T17:29:26.353074205Z got SIGUSR2
2023-05-28T17:29:26.353077070Z got SIGUSR2
2023-05-28T17:29:26.353080056Z got SIGUSR2
2023-05-28T17:29:26.353083122Z got SIGUSR2
2023-05-28T17:29:26.353085687Z got SIGUSR2
2023-05-28T17:29:26.353088652Z got SIGUSR2
2023-05-28T17:29:26.353091277Z got SIGUSR2
2023-05-28T17:29:26.353093962Z got SIGUSR2
2023-05-28T17:29:26.353096998Z got SIGUSR2
2023-05-28T17:29:26.353099943Z got SIGUSR2
2023-05-28T17:29:26.353102859Z got SIGUSR2
2023-05-28T17:29:26.353105844Z got SIGUSR2
2023-05-28T17:29:26.353108569Z got SIGUSR2
2023-05-28T17:29:26.353111465Z got SIGUSR2
2023-05-28T17:29:26.353114611Z got SIGUSR2
2023-05-28T17:29:26.353123948Z got SIGUSR2
2023-05-28T17:29:26.353127194Z got SIGUSR2
2023-05-28T17:29:26.353130180Z got SIGUSR2
2023-05-28T17:29:26.353133035Z got SIGUSR2
2023-05-28T17:29:26.353135981Z got SIGUSR2
2023-05-28T17:29:26.353138856Z got SIGUSR2
2023-05-28T17:29:26.353141862Z got SIGUSR2
2023-05-28T17:29:26.353144858Z got SIGUSR2
2023-05-28T17:29:26.353147803Z got SIGUSR2
2023-05-28T17:29:26.353150829Z got SIGUSR2
2023-05-28T17:29:26.353153935Z got SIGUSR2
2023-05-28T17:29:26.353157331Z got SIGUSR2
2023-05-28T17:29:26.353160407Z got SIGUSR2
2023-05-28T17:29:26.353163603Z got SIGUSR2
2023-05-28T17:29:26.352889234Z [WORM][2023-05-28 17:29:26,352][INFO] fetching info...
2023-05-28T17:29:26.353166638Z got SIGUSR2
2023-05-28T17:29:26.353183350Z got SIGUSR2
2023-05-28T17:29:26.353205241Z got SIGUSR2
2023-05-28T17:29:26.353221452Z got SIGUSR2
2023-05-28T17:29:26.353225409Z got SIGUSR2
2023-05-28T17:29:26.353228835Z got SIGUSR2
2023-05-28T17:29:26.353231851Z got SIGUSR2
2023-05-28T17:29:26.353235097Z got SIGUSR2
2023-05-28T17:29:26.353237872Z got SIGUSR2
2023-05-28T17:29:26.353240868Z got SIGUSR2
2023-05-28T17:29:26.353243894Z got SIGUSR2
2023-05-28T17:29:26.353247741Z got SIGUSR2
2023-05-28T17:29:26.353257119Z got SIGUSR2
2023-05-28T17:29:26.353266566Z got SIGUSR2
2023-05-28T17:29:26.353269933Z got SIGUSR2
2023-05-28T17:29:26.353278779Z got SIGUSR2
2023-05-28T17:29:26.353283819Z got SIGUSR2
2023-05-28T17:29:26.353287556Z got SIGUSR2
2023-05-28T17:29:26.353291032Z got SIGUSR2
2023-05-28T17:29:26.353294368Z got SIGUSR2
2023-05-28T17:29:26.353297785Z preceding
2023-05-28T17:29:26.353300620Z got SIGUSR2
2023-05-28T17:29:26.353303536Z got SIGUSR2
2023-05-28T17:29:26.353306281Z got SIGUSR2
2023-05-28T17:29:26.353308645Z got SIGUSR2
2023-05-28T17:29:26.353311380Z got SIGUSR2
2023-05-28T17:29:26.353315137Z got SIGUSR2
2023-05-28T17:29:26.353318724Z got SIGUSR2
2023-05-28T17:29:26.353322100Z got SIGUSR2
2023-05-28T17:29:26.353325026Z got SIGUSR2
2023-05-28T17:29:26.353328152Z got SIGUSR2
2023-05-28T17:29:26.353330937Z got SIGUSR2
2023-05-28T17:29:26.353334664Z got SIGUSR2
2023-05-28T17:29:26.353338201Z got SIGUSR2
2023-05-28T17:29:26.353341026Z got SIGUSR2
2023-05-28T17:29:26.353362616Z got SIGUSR2
2023-05-28T17:29:26.353366945Z got SIGUSR2
2023-05-28T17:29:26.353370151Z got SIGUSR2
2023-05-28T17:29:26.353373567Z got SIGUSR2
2023-05-28T17:29:26.353376973Z got SIGUSR2
2023-05-28T17:29:26.353380470Z got SIGUSR2
2023-05-28T17:29:26.353383205Z got SIGUSR2
2023-05-28T17:29:26.353386241Z got SIGUSR2
2023-05-28T17:29:26.353389858Z got SIGUSR2
2023-05-28T17:29:26.353393424Z got SIGUSR2
2023-05-28T17:29:26.353396400Z got SIGUSR2
2023-05-28T17:29:26.353399666Z got SIGUSR2
2023-05-28T17:29:26.353402712Z got SIGUSR2
2023-05-28T17:29:26.353406168Z got SIGUSR2
2023-05-28T17:29:26.353408973Z got SIGUSR2
2023-05-28T17:29:26.353411628Z got SIGUSR2
2023-05-28T17:29:26.353414243Z got SIGUSR2
2023-05-28T17:29:26.353417940Z got SIGUSR2
2023-05-28T17:29:26.353421427Z got SIGUSR2
2023-05-28T17:29:26.353424372Z got SIGUSR2
2023-05-28T17:29:26.353426977Z got SIGUSR2
2023-05-28T17:29:26.353430013Z got SIGUSR2
2023-05-28T17:29:26.353434461Z got SIGUSR2
2023-05-28T17:29:26.353437497Z got SIGUSR2
2023-05-28T17:29:26.353440202Z got SIGUSR2
2023-05-28T17:29:26.353443528Z got SIGUSR2
2023-05-28T17:29:26.353446073Z got SIGUSR2
2023-05-28T17:29:26.353448488Z got SIGUSR2
2023-05-28T17:29:26.353451583Z got SIGUSR2
2023-05-28T17:29:26.353454629Z preceding
2023-05-28T17:29:26.353458286Z preceding
2023-05-28T17:29:26.353461372Z preceding
2023-05-28T17:29:26.353464157Z preceding
2023-05-28T17:29:26.353467824Z got SIGUSR2
2023-05-28T17:29:26.353470820Z got SIGUSR2
2023-05-28T17:29:26.353473745Z got SIGUSR2
2023-05-28T17:29:26.353476901Z got SIGUSR2
2023-05-28T17:29:26.353479726Z {'timestr': 'Sun May 28 17:29:13 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.353482932Z preceding
2023-05-28T17:29:26.353485888Z preceding
2023-05-28T17:29:26.353489064Z preceding
2023-05-28T17:29:26.353491719Z preceding
2023-05-28T17:29:26.353494754Z got SIGUSR2
2023-05-28T17:29:26.353497720Z got SIGUSR2
2023-05-28T17:29:26.353501026Z got SIGUSR2
2023-05-28T17:29:26.353504713Z got SIGUSR2
2023-05-28T17:29:26.353507548Z {'timestr': 'Sun May 28 17:29:15 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.353514752Z preceding
2023-05-28T17:29:26.353517778Z preceding
2023-05-28T17:29:26.353520863Z preceding
2023-05-28T17:29:26.353524701Z preceding
2023-05-28T17:29:26.353527566Z preceding
2023-05-28T17:29:26.353530692Z preceding
2023-05-28T17:29:26.353533627Z preceding
2023-05-28T17:29:26.353536493Z preceding
2023-05-28T17:29:26.353539498Z preceding
2023-05-28T17:29:26.353542224Z preceding
2023-05-28T17:29:26.353545460Z preceding
2023-05-28T17:29:26.353549137Z preceding
2023-05-28T17:29:26.353552252Z preceding
2023-05-28T17:29:26.353555388Z preceding
2023-05-28T17:29:26.353558494Z preceding
2023-05-28T17:29:26.353561359Z preceding
2023-05-28T17:29:26.353564606Z preceding
2023-05-28T17:29:26.353567711Z preceding
2023-05-28T17:29:26.353570356Z preceding
2023-05-28T17:29:26.353573853Z preceding
2023-05-28T17:29:26.353576969Z preceding
2023-05-28T17:29:26.353580926Z preceding
2023-05-28T17:29:26.353584002Z preceding
2023-05-28T17:29:26.353586957Z preceding
2023-05-28T17:29:26.353590063Z preceding
2023-05-28T17:29:26.353593229Z preceding
2023-05-28T17:29:26.353596004Z preceding
2023-05-28T17:29:26.353599170Z preceding
2023-05-28T17:29:26.353602226Z preceding
2023-05-28T17:29:26.353605252Z preceding
2023-05-28T17:29:26.353608668Z preceding
2023-05-28T17:29:26.353461933Z [WORM][2023-05-28 17:29:26,352][INFO] fetching info...
2023-05-28T17:29:26.353623566Z [WORM][2023-05-28 17:29:26,353][INFO] fetching info...
2023-05-28T17:29:26.353628555Z [WORM][2023-05-28 17:29:26,353][INFO] fetching info...
2023-05-28T17:29:26.353633495Z [WORM][2023-05-28 17:29:26,353][INFO] scanning...
2023-05-28T17:29:26.353611674Z preceding
2023-05-28T17:29:26.353641309Z preceding
2023-05-28T17:29:26.353644335Z preceding
2023-05-28T17:29:26.353647591Z got SIGUSR2
2023-05-28T17:29:26.353650617Z got SIGUSR2
